text,terms
"This is some really good, inexpensive sushi.","[('sushi', '43', '38', 'FOOD#QUALITY', 'positive'), ('sushi', '43', '38', 'FOOD#PRICES', 'positive')]"
"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",[]
The spicy Tuna roll is huge and probably the best that I've had at this price range.,"[('spicy Tuna roll', '19', '4', 'FOOD#STYLE_OPTIONS', 'positive'), ('spicy Tuna roll', '19', '4', 'FOOD#QUALITY', 'positive'), ('spicy Tuna roll', '19', '4', 'FOOD#PRICES', 'positive')]"
The Yellowtail was particularly good as well.,"[('Yellowtail', '14', '4', 'FOOD#QUALITY', 'positive')]"
"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.","[('all you can eat deal', '50', '30', 'FOOD#STYLE_OPTIONS', 'negative'), ('all you can eat deal', '50', '30', 'FOOD#PRICES', 'negative')]"
"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.","[('place', '29', '24', 'RESTAURANT#GENERAL', 'positive')]"
Big Wong gets big Ups for a fine establishment.,"[('Big Wong', '8', '0', 'RESTAURANT#GENERAL', 'positive')]"
"They have it all -- great price, food, and service.","[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive'), ('NULL', '0', '0', 'RESTAURANT#PRICES', 'positive'), ('food', '37', '33', 'FOOD#QUALITY', 'positive'), ('service', '50', '43', 'SERVICE#GENERAL', 'positive')]"
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,"[('atmosphere', '14', '4', 'AMBIENCE#GENERAL', 'negative'), ('waiters', '39', '32', 'SERVICE#GENERAL', 'positive')]"
The food is prepared quickly and efficiently.,"[('NULL', '0', '0', 'SERVICE#GENERAL', 'positive')]"
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).","[('NULL', '0', '0', 'FOOD#PRICES', 'positive'), ('congee', '51', '45', 'FOOD#PRICES', 'positive'), ('noodles', '60', '53', 'FOOD#PRICES', 'positive'), ('rice dishes', '77', '66', 'FOOD#PRICES', 'positive')]"
The takeout is great too since they give high quality tupperware as well.,"[('takeout', '11', '4', 'SERVICE#GENERAL', 'positive')]"
This place is always very crowded and popular.,"[('place', '10', '5', 'RESTAURANT#MISCELLANEOUS', 'positive')]"
Went here on a friend's reccomendation.,[]
Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,"[('Caesar Salad', '32', '20', 'FOOD#QUALITY', 'positive'), ('arugula and goat cheese', '74', '51', 'FOOD#QUALITY', 'positive')]"
We both opted for a pasta dish and they were served timely and fresh.,"[('NULL', '0', '0', 'SERVICE#GENERAL', 'positive'), ('pasta dish', '30', '20', 'FOOD#QUALITY', 'positive')]"
"We concluded with tiramisu chocolate cake, both were delicious.","[('tiramisu', '26', '18', 'FOOD#QUALITY', 'positive'), ('chocolate cake', '41', '27', 'FOOD#QUALITY', 'positive')]"
We'd go back again,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
I recently went to this restaurant with some co-workers for lunch and had an amazing time.,"[('restaurant', '34', '24', 'RESTAURANT#GENERAL', 'positive')]"
"The staff was accomodating, the food was absolutely delicious and the place is lovely.","[('staff', '9', '4', 'SERVICE#GENERAL', 'positive'), ('food', '36', '32', 'FOOD#QUALITY', 'positive'), ('place', '75', '70', 'AMBIENCE#GENERAL', 'positive')]"
We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,"[('Manager', '36', '29', 'SERVICE#GENERAL', 'positive')]"
"Yes, the prices are high, but I felt it was worth it.","[('NULL', '0', '0', 'RESTAURANT#PRICES', 'negative'), ('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
We all felt it was worth it.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
sometimes i get good food and ok service.,"[('food', '25', '21', 'FOOD#QUALITY', 'positive'), ('service', '40', '33', 'SERVICE#GENERAL', 'neutral')]"
"sometimes i get bad food and bad service, sometimes i get good good and bad service.","[('food', '24', '20', 'FOOD#QUALITY', 'negative'), ('service', '40', '33', 'SERVICE#GENERAL', 'negative'), ('service', '83', '76', 'SERVICE#GENERAL', 'negative'), ('good', '67', '63', 'FOOD#QUALITY', 'positive')]"
it is not consistent.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'negative')]"
really depends on your luck!,[]
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,"[('dishes', '48', '42', 'FOOD#STYLE_OPTIONS', 'positive'), ('wine', '57', '53', 'DRINKS#STYLE_OPTIONS', 'positive'), ('NULL', '0', '0', 'SERVICE#GENERAL', 'positive'), ('atmosphere', '101', '91', 'AMBIENCE#GENERAL', 'positive')]"
And where does Patis go wrong; no where. ,"[('Patis', '20', '15', 'RESTAURANT#GENERAL', 'positive')]"
"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.","[('NULL', '0', '0', 'FOOD#STYLE_OPTIONS', 'positive'), ('NULL', '0', '0', 'FOOD#QUALITY', 'positive')]"
And evaluated on those terms Pastis is simply wonderful.,"[('Pastis', '35', '29', 'RESTAURANT#GENERAL', 'positive')]"
Right off the L in Brooklyn this is a nice cozy place with good pizza.,"[('pizza', '69', '64', 'FOOD#QUALITY', 'positive'), ('place', '53', '48', 'AMBIENCE#GENERAL', 'positive')]"
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,"[('raddichio', '85', '76', 'FOOD#QUALITY', 'negative'), ('NULL', '0', '0', 'FOOD#QUALITY', 'positive')]"
My friend got the mushroom pizza which tasted better.,"[('mushroom pizza', '32', '18', 'FOOD#QUALITY', 'positive')]"
The sangria was pretty tasty and good on a hot muggy day.,"[('sangria', '11', '4', 'DRINKS#QUALITY', 'positive')]"
Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,"[('place', '21', '16', 'RESTAURANT#MISCELLANEOUS', 'neutral')]"
Overall I would recommend it and go back again.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),[]
I started out with a Bombay beer which was big enough for two.,"[('Bombay beer', '32', '21', 'DRINKS#STYLE_OPTIONS', 'positive')]"
For dinner I had the chicken tikka-masala and some garlic naan.,[]
MMmmm... it was delicious.,"[('NULL', '0', '0', 'FOOD#QUALITY', 'positive')]"
"Service was slow, but the people were friendly.","[('Service', '7', '0', 'SERVICE#GENERAL', 'negative'), ('people', '32', '26', 'SERVICE#GENERAL', 'positive')]"
It's a nice place to relax and have conversation.,"[('place', '17', '12', 'AMBIENCE#GENERAL', 'positive')]"
I can't wait to go back.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
We have lived in Chelsea for two years and have never noticed this restaurant.,[]
The food is authentic Italian - delicious!,"[('food', '8', '4', 'FOOD#QUALITY', 'positive')]"
"Pizza is terrific, as is homemade pasta.","[('Pizza', '5', '0', 'FOOD#QUALITY', 'positive'), ('homemade pasta', '39', '25', 'FOOD#QUALITY', 'positive')]"
"Ambience is delightful, service impeccable.","[('Ambience', '8', '0', 'AMBIENCE#GENERAL', 'positive'), ('service', '31', '24', 'SERVICE#GENERAL', 'positive')]"
I'm still mad that i had to pay for lousy food.,"[('food', '46', '42', 'FOOD#QUALITY', 'negative')]"
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,"[('hanger steak', '16', '4', 'FOOD#QUALITY', 'negative'), ('tuna', '45', '41', 'FOOD#QUALITY', 'negative')]"
Service was also horrible and the ambience is not that great.,"[('Service', '7', '0', 'SERVICE#GENERAL', 'negative'), ('ambience', '42', '34', 'AMBIENCE#GENERAL', 'negative')]"
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,"[('NULL', '0', '0', 'RESTAURANT#MISCELLANEOUS', 'negative')]"
I go and eat out at many different restaurants and this is one place you have go and try.,"[('place', '68', '63', 'RESTAURANT#GENERAL', 'positive')]"
This is my first time writing a review for a restaurant because the food and service was excellent.,"[('food', '72', '68', 'FOOD#QUALITY', 'positive'), ('service', '84', '77', 'SERVICE#GENERAL', 'positive')]"
The filet mignon dish was superb!,"[('filet mignon dish', '21', '4', 'FOOD#QUALITY', 'positive')]"
I would defiantly come back here again as one of my top choices.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
It's a small cute restaurant.,"[('restaurant', '28', '18', 'AMBIENCE#GENERAL', 'positive')]"
I absolutely love this place!!!,"[('place', '28', '23', 'RESTAURANT#GENERAL', 'positive')]"
"From the street it looks very hidden, and is actually an old warehouse.",[]
"I like the ambience, it's very dark and original.","[('ambience', '19', '11', 'AMBIENCE#GENERAL', 'positive')]"
I came here for my friend's birthday and keep coming back ever since.,[]
The sushi is amazing!!! ,"[('sushi', '9', '4', 'FOOD#QUALITY', 'positive')]"
And amazingly cheap.,"[('NULL', '0', '0', 'FOOD#PRICES', 'positive')]"
Big thumbs up!,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
Very affordable and excellent ambient!,"[('ambient', '37', '30', 'AMBIENCE#GENERAL', 'positive'), ('NULL', '0', '0', 'RESTAURANT#PRICES', 'positive')]"
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,"[('beef and noodle soup dishes', '43', '16', 'FOOD#QUALITY', 'negative')]"
We were very disappointed.,"[('NULL', '0', '0', 'FOOD#QUALITY', 'negative')]"
We won't go to this place again for a good meal.,"[('meal', '47', '43', 'FOOD#QUALITY', 'negative')]"
"However, I think this place is a good hang out spot.","[('place', '27', '22', 'AMBIENCE#GENERAL', 'positive')]"
"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",[]
My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,"[('place', '52', '47', 'RESTAURANT#GENERAL', 'positive')]"
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,"[('Pizza', '9', '4', 'FOOD#QUALITY', 'positive'), ('wine', '18', '14', 'DRINKS#QUALITY', 'positive'), ('service', '45', '38', 'SERVICE#GENERAL', 'positive'), ('backyard dining area', '111', '91', 'AMBIENCE#GENERAL', 'positive')]"
It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,"[('NULL', '0', '0', 'AMBIENCE#GENERAL', 'positive')]"
"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.","[('NULL', '0', '0', 'RESTAURANT#MISCELLANEOUS', 'positive')]"
Check this place out!,"[('place', '16', '11', 'RESTAURANT#GENERAL', 'positive')]"
HIGHLY RECOMMENDED!!!!!,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.","[('place', '24', '19', 'AMBIENCE#GENERAL', 'negative')]"
"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.","[('NULL', '0', '0', 'AMBIENCE#GENERAL', 'negative')]"
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.","[('tables', '10', '4', 'AMBIENCE#GENERAL', 'negative'), ('menu', '46', '42', 'FOOD#STYLE_OPTIONS', 'neutral'), ('wine list', '102', '93', 'DRINKS#PRICES', 'negative')]"
Slightly above average wines start at $70+ with only one selection listed at $30+.,"[('wines', '28', '23', 'DRINKS#QUALITY', 'negative'), ('wines', '28', '23', 'DRINKS#PRICES', 'negative')]"
Service is not what one would expect from a joint in this price category.,"[('Service', '7', '0', 'SERVICE#GENERAL', 'negative')]"
"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc.... ","[('NULL', '0', '0', 'SERVICE#GENERAL', 'negative')]"
Somehow working the italian charm with constant mille grazie does not constitute proper service.,"[('service', '95', '88', 'SERVICE#GENERAL', 'negative')]"
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.","[('food', '61', '57', 'FOOD#QUALITY', 'positive'), ('Teodora', '150', '143', 'RESTAURANT#GENERAL', 'negative')]"
"To celebrate a birthday, three of us went to Mare anticipating great food.",[]
Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,"[('meals', '20', '15', 'FOOD#QUALITY', 'negative'), ('rosemary or orange flavoring', '91', '63', 'FOOD#QUALITY', 'negative')]"
Fish was overdone.,"[('Fish', '4', '0', 'FOOD#QUALITY', 'negative')]"
"Cute place, nice wait staff but would never go there again.","[('wait staff', '27', '17', 'SERVICE#GENERAL', 'positive'), ('place', '10', '5', 'AMBIENCE#GENERAL', 'positive'), ('place', '10', '5', 'RESTAURANT#GENERAL', 'negative')]"
Someone else recommended the dessert - we also left that.,"[('dessert', '36', '29', 'FOOD#QUALITY', 'negative')]"
One of us actually liked the expresso - that's it.,"[('expresso', '37', '29', 'DRINKS#QUALITY', 'positive')]"
"Skip this restaurant, it's a big disappointment.","[('restaurant', '20', '10', 'RESTAURANT#GENERAL', 'negative')]"
Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,"[('Myagi', '5', '0', 'RESTAURANT#GENERAL', 'positive')]"
I've never had bad service and the fish is fresh and delicious.,"[('service', '26', '19', 'SERVICE#GENERAL', 'positive'), ('fish', '39', '35', 'FOOD#QUALITY', 'positive')]"
Their tuna tartar appetizer is to die for.,"[('tuna tartar appetizer', '27', '6', 'FOOD#QUALITY', 'positive')]"
"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.","[('pizza', '85', '80', 'FOOD#QUALITY', 'positive')]"
It is simply amazing.,"[('NULL', '0', '0', 'FOOD#QUALITY', 'positive')]"
The place is so cool and the service is prompt and curtious.,"[('service', '36', '29', 'SERVICE#GENERAL', 'positive'), ('place', '9', '4', 'AMBIENCE#GENERAL', 'positive')]"
I highly recommend to anyone to give this place a try.,"[('place', '47', '42', 'RESTAURANT#GENERAL', 'positive')]"
You will find yourself returning quite often.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
P.S. Please don't tell anyone in my family i eat there.,[]
LOL,[]
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,"[('food', '68', '64', 'FOOD#QUALITY', 'positive'), ('service', '87', '80', 'SERVICE#GENERAL', 'positive'), ('atmosphere', '112', '102', 'AMBIENCE#GENERAL', 'positive')]"
No gimmicks here -- the food speaks for itself in its freshness and preparation.,"[('food', '28', '24', 'FOOD#QUALITY', 'positive')]"
The dining room is quietly elegant with no music to shout over -- how refreshing!,"[('dining room', '15', '4', 'AMBIENCE#GENERAL', 'positive')]"
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.","[('service', '11', '4', 'SERVICE#GENERAL', 'positive'), ('staff', '55', '50', 'SERVICE#GENERAL', 'positive')]"
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.","[('meal', '69', '65', 'FOOD#QUALITY', 'positive'), ('restaurant', '90', '80', 'AMBIENCE#GENERAL', 'positive')]"
Beautiful experience.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
The view is breathtaking the service is top notch... the ambiance is wonderfull.,"[('view', '8', '4', 'LOCATION#GENERAL', 'positive'), ('service', '36', '29', 'SERVICE#GENERAL', 'positive'), ('ambiance', '65', '57', 'AMBIENCE#GENERAL', 'positive')]"
The staff offers impeccable service.,"[('staff', '9', '4', 'SERVICE#GENERAL', 'positive')]"
I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,"[('Lobster Bisque', '20', '6', 'FOOD#STYLE_OPTIONS', 'positive')]"
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,"[('New England Chowder', '40', '21', 'FOOD#QUALITY', 'positive'), ('Lobster Bisque', '106', '92', 'FOOD#QUALITY', 'positive')]"
I had Filet Mignon with garlic mash.,[]
It was divine melts in your mouth.,"[('NULL', '0', '0', 'FOOD#QUALITY', 'positive')]"
My boyfriend had Prime Rib it was good .,"[('Prime Rib', '26', '17', 'FOOD#QUALITY', 'positive')]"
We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. ,"[('bottles of Korbett', '87', '69', 'DRINKS#STYLE_OPTIONS', 'positive')]"
We had Lava Cake... we ordered when our food came it takes at least a 1/2 to make it. ,[]
It's cuz it's so good you need to taste it!!! ,"[('NULL', '0', '0', 'FOOD#QUALITY', 'positive')]"
All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,"[('food', '95', '91', 'FOOD#QUALITY', 'positive')]"
If you like spicy food get the chicken vindaloo.,"[('chicken vindaloo', '47', '31', 'FOOD#QUALITY', 'positive')]"
It's very spicy but not offensive.,"[('NULL', '0', '0', 'FOOD#QUALITY', 'positive')]"
We will definitely go back.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
Go to Volare for 1st class service and terrific food.,"[('service', '34', '27', 'SERVICE#GENERAL', 'positive'), ('food', '52', '48', 'FOOD#QUALITY', 'positive')]"
The portions are large and the servers always surprise us with a different starter.,"[('portions', '12', '4', 'FOOD#STYLE_OPTIONS', 'positive'), ('servers', '38', '31', 'SERVICE#GENERAL', 'positive')]"
The wine list is excellent.,"[('wine list', '13', '4', 'DRINKS#STYLE_OPTIONS', 'positive')]"
The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,"[('food', '8', '4', 'FOOD#QUALITY', 'positive'), ('selection of wines', '149', '131', 'DRINKS#STYLE_OPTIONS', 'positive'), (""Chef's tasting menu"", '68', '49', 'FOOD#QUALITY', 'positive')]"
"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.","[('service', '82', '75', 'SERVICE#GENERAL', 'positive'), ('place', '9', '4', 'AMBIENCE#GENERAL', 'negative'), ('place', '9', '4', 'RESTAURANT#MISCELLANEOUS', 'positive')]"
People dress in suits or evening gowns as well as shirts jeans.,[]
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,"[('food', '8', '4', 'FOOD#PRICES', 'negative'), ('prixe fixe tasting menu', '55', '32', 'FOOD#QUALITY', 'positive'), ('prixe fixe tasting menu', '55', '32', 'FOOD#PRICES', 'positive'), ('NULL', '0', '0', 'SERVICE#GENERAL', 'positive')]"
"Recommendations, of course, are required!",[]
Please be aware that it's CASH or AMEX only!,"[('NULL', '0', '0', 'RESTAURANT#MISCELLANEOUS', 'neutral')]"
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.","[('food', '108', '104', 'FOOD#QUALITY', 'neutral'), ('lemon salad', '37', '26', 'FOOD#QUALITY', 'negative')]"
The menu is very limited - i think we counted 4 or 5 entrees.,"[('menu', '8', '4', 'FOOD#STYLE_OPTIONS', 'negative')]"
"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.","[('grilled branzino', '40', '24', 'FOOD#QUALITY', 'negative')]"
"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.","[('decor', '9', '4', 'AMBIENCE#GENERAL', 'neutral')]"
Problem is nothing at Prune is particularly memorable.,"[('Prune', '27', '22', 'RESTAURANT#GENERAL', 'negative')]"
No plans to return anytime soon.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'negative')]"
This place is so much fun.,"[('place', '10', '5', 'AMBIENCE#GENERAL', 'positive')]"
Our family never expected such incredible entertainment in a restaurant.,"[('restaurant', '71', '61', 'RESTAURANT#GENERAL', 'positive')]"
This place must have cost the owners afortune to build.,[]
I think the stuff was better than Disney.,[]
Our food was great too!,"[('food', '8', '4', 'FOOD#QUALITY', 'positive')]"
And really large portions.,"[('portions', '25', '17', 'FOOD#STYLE_OPTIONS', 'positive')]"
The staff was the friendliest that have seen in New York.,"[('staff', '9', '4', 'SERVICE#GENERAL', 'positive')]"
We will go back every time we are in the City.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
If you want something really different than try Jekyll and Hyde.,"[('Jekyll and Hyde', '63', '48', 'RESTAURANT#GENERAL', 'positive')]"
It is a lot of fun with live entertainment and all kinds of Disney type special effects.,"[('NULL', '0', '0', 'AMBIENCE#GENERAL', 'positive')]"
The food was pretty tradional but it was hot and good with large portions.,"[('food', '8', '4', 'FOOD#QUALITY', 'positive'), ('portions', '73', '65', 'FOOD#STYLE_OPTIONS', 'positive')]"
I highly recommend it.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
I am going to the mid town location next.,[]
The place is a lot of fun.,"[('place', '9', '4', 'AMBIENCE#GENERAL', 'positive')]"
My six year old loved it.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
The characters really make for an enjoyable experience.,"[('characters', '14', '4', 'AMBIENCE#GENERAL', 'positive')]"
"The food however, is what one might expect.","[('food', '8', '4', 'FOOD#QUALITY', 'negative')]"
It is very overpriced and not very tasty.,"[('NULL', '0', '0', 'FOOD#QUALITY', 'negative'), ('NULL', '0', '0', 'FOOD#PRICES', 'negative')]"
"However, I think Jeckll and Hydes t is one of those places that is fun to do once.","[('Jeckll and Hydes', '33', '17', 'RESTAURANT#GENERAL', 'positive')]"
We had a good time.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,"[('NULL', '0', '0', 'SERVICE#GENERAL', 'negative')]"
Service was slow had to wait to order and get food although not crowded.,"[('Service', '7', '0', 'SERVICE#GENERAL', 'negative')]"
Drinks way over priced.,"[('Drinks', '6', '0', 'DRINKS#PRICES', 'negative')]"
Food was good not great not worth the wait or another visit,"[('Food', '4', '0', 'FOOD#QUALITY', 'neutral'), ('NULL', '0', '0', 'RESTAURANT#GENERAL', 'negative')]"
Great pizza for lunch place.,"[('pizza', '11', '6', 'FOOD#QUALITY', 'positive')]"
Service was quick.,"[('Service', '7', '0', 'SERVICE#GENERAL', 'positive')]"
The pizza was great.,"[('pizza', '9', '4', 'FOOD#QUALITY', 'positive')]"
And it was quick which is very important.,"[('NULL', '0', '0', 'SERVICE#GENERAL', 'positive')]"
Have the iced tea.,"[('iced tea', '17', '9', 'DRINKS#QUALITY', 'positive')]"
It was wonderful.,"[('NULL', '0', '0', 'DRINKS#QUALITY', 'positive')]"
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.","[('fish', '67', '63', 'FOOD#QUALITY', 'positive'), ('service', '85', '78', 'SERVICE#GENERAL', 'positive')]"
Delivery is fast too.,"[('Delivery', '8', '0', 'SERVICE#GENERAL', 'positive')]"
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.","[('service', '22', '15', 'SERVICE#GENERAL', 'positive'), ('seating', '36', '29', 'SERVICE#GENERAL', 'positive'), ('Delivery', '51', '43', 'SERVICE#GENERAL', 'positive'), ('sushi', '68', '63', 'FOOD#QUALITY', 'positive')]"
A little overpriced but worth it once you take a bite.,"[('NULL', '0', '0', 'FOOD#PRICES', 'negative'), ('NULL', '0', '0', 'FOOD#QUALITY', 'positive')]"
"Growing up in NY, I have eaten my share of bagels.",[]
Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,"[('bagel', '68', '63', 'FOOD#QUALITY', 'positive')]"
"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.","[('bagels', '10', '4', 'FOOD#QUALITY', 'positive'), ('bagels', '10', '4', 'FOOD#STYLE_OPTIONS', 'positive')]"
They have a huge selection of different cream cheeses and all of their salads are great.,"[('salads', '77', '71', 'FOOD#QUALITY', 'positive'), ('cream cheeses', '53', '40', 'FOOD#STYLE_OPTIONS', 'positive')]"
The lox is always fresh too.,"[('lox', '7', '4', 'FOOD#QUALITY', 'positive')]"
Highly recommended to all!,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
I have to agree with the previous reviewer.,[]
I don't get it either.,[]
Not impressed with the food.,"[('food', '27', '23', 'FOOD#QUALITY', 'negative')]"
Prices too high for this cramped and unappealing resturant.,"[('resturant', '58', '49', 'RESTAURANT#PRICES', 'negative'), ('resturant', '58', '49', 'AMBIENCE#GENERAL', 'negative')]"
Zero ambiance to boot.,"[('ambiance', '13', '5', 'AMBIENCE#GENERAL', 'negative')]"
I thought this place was totally overrated.,"[('place', '20', '15', 'RESTAURANT#GENERAL', 'negative')]"
Everything we had was good or ok....but definitely nothing great.,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'neutral')]"
"The ambience was nice, but service wasn't so great.","[('ambience', '12', '4', 'AMBIENCE#GENERAL', 'positive'), ('service', '34', '27', 'SERVICE#GENERAL', 'negative')]"
"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.","[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'negative'), ('NULL', '0', '0', 'RESTAURANT#PRICES', 'negative')]"
This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,"[('Shabu-Shabu Restaurant', '39', '17', 'RESTAURANT#GENERAL', 'positive')]"
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,"[('food', '59', '55', 'FOOD#QUALITY', 'positive'), ('feel', '72', '68', 'AMBIENCE#GENERAL', 'positive')]"
Thius is a must for anyone who loves Shabu-Shabu.,"[('Shabu-Shabu', '48', '37', 'FOOD#QUALITY', 'positive')]"
"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.","[('atmosphere', '14', '4', 'AMBIENCE#GENERAL', 'positive')]"
The owner and staff are all Japanese as well and that adds to the entire ambiance.,"[('owner', '9', '4', 'RESTAURANT#MISCELLANEOUS', 'positive'), ('staff', '19', '14', 'RESTAURANT#MISCELLANEOUS', 'positive'), ('ambiance', '81', '73', 'AMBIENCE#GENERAL', 'positive')]"
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.","[('menu', '31', '27', 'FOOD#STYLE_OPTIONS', 'negative'), ('NULL', '0', '0', 'FOOD#QUALITY', 'positive'), ('NULL', '0', '0', 'FOOD#STYLE_OPTIONS', 'positive')]"
I must give it Yon out of Yon stars!,"[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
Taxan delicious!,"[('Taxan', '5', '0', 'FOOD#QUALITY', 'positive')]"
Arigato Gozimas Yuka!,[]
"This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!","[('NULL', '15', '5', 'RESTAURANT#GENERAL', 'positive')]"
We weren't!,[]
The prices were CHEAP compared to the quality of service and food.,"[('NULL', '0', '0', 'RESTAURANT#PRICES', 'positive'), ('service', '56', '49', 'SERVICE#GENERAL', 'positive'), ('food', '65', '61', 'FOOD#QUALITY', 'positive')]"
"We liked it so much, that we will always make it a point to dine here when we visit New York.","[('NULL', '0', '0', 'RESTAURANT#GENERAL', 'positive')]"
Went there for an office lunch.,[]
The location and ambience is Ok but the food is what makes up for it.,"[('location', '12', '4', 'LOCATION#GENERAL', 'neutral'), ('ambience', '25', '17', 'AMBIENCE#GENERAL', 'neutral'), ('food', '44', '40', 'FOOD#QUALITY', 'positive')]"
There is a lot of variety even for people who eat vegetarian like me.,"[('NULL', '0', '0', 'FOOD#STYLE_OPTIONS', 'positive')]"
Try green curry with vegetables.,"[('green curry with vegetables', '31', '4', 'FOOD#QUALITY', 'positive')]"
"The quantity is also very good, you will come out satisfied.","[('NULL', '0', '0', 'FOOD#STYLE_OPTIONS', 'positive')]"
